timestamp,transfer,transfer_speed,bitrate,jitter,lost_total_datagrams,datagram_loss_percent
2024-04-11 07:13:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 07:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 07:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 07:43:54,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 07:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 08:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 08:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 08:19:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 08:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 08:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 08:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 08:53:42,119,MBytes,25.0,0.000,0/89285,0
